Timestamp,What is your Gender?,Where are you from?,Question1,Question2,Question3,Question4,Self Esteem Label
1/15/2022 16:02,Female,Chattogram,They never criticized me for my work.,I give myself a lot of respect .,My parent always support me to do the best things like others.,Yes I'm confident enough. My parents are supportive in my passion.,0
1/15/2022 16:14,Male,Sylhet,Yes . Without the criticism may be I could have achieve more good qualities.,Yes I think that it would be a different scenario if my parents were more considerate.,Sometimes I feel I'm not able to do anything.,I'm not confident enough about this.,1
1/15/2022 16:23,Male,Chattogram,My parents criticized me about what I did before in my life which harms me to gain new good qualities.,My parents are not considerate at all.,Sometimes I feel everyone around me are better than me.,I don't think so.,1
1/15/2022 16:34,Female,Barishal,"Yes, they criticize me all the time.",My parents never consider anything for me.,I feel I'm not strong enough to compare with others.,"No, sometimes I have some thoughts that I'm not in right direction at all.",1
1/15/2022 16:37,Female,Dhaka,I think at some point it is kind of like that and I think most parents in our country do not know these things like how criticizing a child in front of other people will diminish their self esteem and confidence which are the greatest qualities any individual.,I do think that way sometimes that if they were more considerate and did not think of us like superkids and be best at everything and thought of us more like normal human who can be good and bad in different things then we would definitely be more confident and have more self respect.,"No, not all the things but my parents at certain point of life did expect that from me that I should be able to do everything like every other kids.",At this point of my life I am not confident about anything i do and I think it is because of the pressure that we face regarding career and life and for my parents they will support if it has something to do about career buildup.,1
1/15/2022 16:57,Male,Dhaka,No. I  lack of good qualities because of my laziness. Their criticism is justified.,Yes I lack of self esteem . But my parents are considerate on my case.,After getting into the University level I mixed up with so many people .I got to know If my parents  were more careful about me I could do better than others.,No. My parents tried to show me the right path. I am the one who lost right direction.,1
1/15/2022 17:16,Male,Rajshahi,Of course. The amount of criticism I face everyday that makes me become lack of every good quality.,I want to keep my own and my parents respect while doing any conversation. Then at last I am the one who got insulted. ,I am becoming irritated day by day. I have nothing normal like a general people. It is all due to their misbehaves.,I hope I am still one the right direction. Their support is not their still I am trying my best.,1
1/15/2022 17:30,Male,Sylhet,No. My parents never criticized me. I feel happy at this point they never compare me with anybody.,My parents always taught me to have enough respect for yourself. So I believe it is never a crisis of self respect due to them.,I try to prove myself a better human everyday. My parents impact me a lot. Their virtue gives me inspiration.,My parents hardly give me enough time but they taught me which direction to follow. So I believe I am becoming the right person with the right direction. ,0
1/15/2022 17:42,Male,Rangpur,My parents criticize me all the time about my qualities.,"Yes, My parents never take the consideration as higher priority so that I couldn't give my opinion more respect.","No, I don't think I'm confident enough.",My parents doesn't want me to be the person what I want to be so I think I'm heading into wrong direction.,1
1/15/2022 17:48,Female,Dhaka,My parents never criticized me . ,I respect myself a lot and my parents consider me in all area.,My parents always tell me I can do the best thing like all.,Yes I think I'm heading into right direction. My parents supported me to choose this path as well.,0
1/15/2022 17:55,Female,Mymensingh,They never criticized me.,I believe my parents will consider everything related to me.,Yes I'm able.,I'm confident enough that I'm going in right direction and my parents always encourage me to do so.,0
1/15/2022 18:31,Female,Barishal,No. Sometimes they criticize me for no reason. But that doesn't affect my good qualities.,"Obviously yes. Sometimes they make me feel like I made a mistake for being a girl. For this, I am not able to a lot of things on my own.",I can't do anything outside of my comfort zone. I overthink and worry too much.,I am not sure. But I am hopeful.,1
1/15/2022 18:49,Male,Dhaka,No i dont think so,I dont think so,I don't think so and my parents don't compare me with others ,I don't thinks so.i am not sure what i want to do and what i am doing now!,0
1/15/2022 19:18,Male,Rangpur,Maybe as They always focus on my faults. They don't even talk about my good activities.,They could let me to practice singing. I always feel upset about it. So that's why sometimes i can not respect myself,Now I became more introvert so thats why i can't interact  with my academic group members also. ,I don't know now. hopefully I will overcome this situation and my parents will try to understand me moire,1
1/15/2022 21:43,Male,Mymensingh,My parents have tried their best to turn me into a good man. And I am trying my best to gather all the good qualities.,Alhamdulillah they gave me enough respect. I think it's enough for me.,"Yes I try to do many new things and my parents support me to accomplish new things. Maybe there are people who are better than me, but I also try to be like them.",Yes I am hopeful. My parents are also helping me and supporting me towards my journey.,0
1/16/2022 2:03,Male,Barishal,I don't have any good qualities that's why they criticize me.,Yes maybe If my parents could be more less protective about everything,Maybe I can not Take my own decision by myself. Always my parents has interfered about everything.,I am still confident One day I will make my parents proud.,1
1/16/2022 19:39,Male,Barishal,I don't know it can be. Their expectations are very high so they criticize me more often .,Sometimes I think I don't have any value in my family. They dont give importance to my opinion. So I feel low to myself,Yes I can do . But I think i could be better in some situation if my parents allowed me to do more extracurricular stuffs,I don't know what to say here. I am really confused about my future.,1
1/18/2022 19:17,Male,Rajshahi,I believe their scolding and criticism is the main reason behind my lack of good quality.,They doesn't consider me in any situation.,I have really bad feeling about my ability to do anything.,I'm heading to my parent's suggested direction. There is no my direction . ,1
1/18/2022 19:18,Female,Khulna,If your parents compare you with other children you will end up being scared of doing anything. This killed my good qualities.,Yes. They never think about my respect or whenever there is any conversation going on.,I actually try to everything exceptionally but ended up doing nothing.  My parents are one of the main reason of it.,No. I still have to work hard to get on the right direction. I wish I had my parents support.,1
1/18/2022 19:25,Male,Rangpur,,,,,
1/18/2022 19:56,Female,Sylhet,They think the reason behind anything wrong is always me. ,My parents doesn't have any room for consideration . That's why I couldn't give myself more respect.,I don't have enough courage to say I'm able to do all the things.,I'm not really confident enough.,1
1/18/2022 19:18,Female,Khulna,If your parents compare you with other children you will end up being scared of doing anything. This killed my good qualities.,Yes. They never think about my respect or whenever there is any conversation going on.,I actually try to everything exceptionally but ended up doing nothing.  My parents are one of the main reason of it.,No. I still have to work hard to get on the right direction. I wish I had my parents support.,1
1/18/2022 19:25,Male,Rangpur,"Yes. I don't feel much considerate and compassionate towards people. If my parents were more considerate and compassionate to me, then I would have achieved these norms.",Without any doubt yes. ,I feel imbalanced and hesitated when I try to do something out of my barrier. My parents don't support out of academic and professional field.,I already lost my track and confidence while I couldn't pursue my career in art. So I don't know if I am in the right direction.,1
1/18/2022 20:10,Male,Dhaka,No I have my own good qualities.,No I never get disrespected.,Yes I do it exceptionally.,Yes I am heading to the exact direction of it.,0
1/18/2022 20:12,Female,Mymensingh, Yes. These days parents try to keep their children in a competitive world.  I can't keep up with the race and lose all my good qualities.,Yes. I also have respect as an individual.,No. To be able to the great thing you need mental support which I never get,No. I am confused about everything in my life also my goal.,1
1/18/2022 20:19,Male,Barishal,No. They never criticized me on anything ever.,No. They never let me down. They taught me to work with dignity.,Yes . Whatever  I am today it is because of my parents.,InshAllah. I will prove myself as a virtuous human.,0
1/18/2022 20:10,Male,Dhaka,"No. My parents don't criticize me. Also if there is any lack of good qualities, then it is my fault.",I don't know. But I don't think so.,Yes. I try to do everything with joy. My parents don't help me much as I am independent.,Not confident but hopeful.,0
1/18/2022 20:12,Female,Mymensingh, Yes. These days parents try to keep their children in a competitive world.  I can't keep up with the race and lose all my good qualities.,Yes. I also have respect as an individual.,No. To be able to the great thing you need mental support which I never get,No. I am confused about everything in my life also my goal.,1
1/18/2022 20:19,Male,Barishal,No. They never criticized me on anything ever.,No. They never let me down. They taught me to work with dignity.,Yes . Whatever  I am today it is because of my parents.,InshAllah. I will prove myself as a virtuous human.,0
1/18/2022 20:22,Male,Dhaka,No. I don't think so.,Yes I think so.,No. I feel panicked and imbalanced. But my parents help me.,I don't know.,1
1/18/2022 20:25,Male,Mymensingh,Yes. I could shine more.,Till now I didn't get any respect in my family.,No. Whenever I see my friends doing so many extraordinary things I feel low.,Not at all. I don't what I am becoming day by day.,1
1/18/2022 20:28,Male,Dhaka,"No. But for their criticism, I got the good qualities.",No. I don't feel disrespected.,Yes I can. ,Not confident but hopeful.,0
2/8/2022 23:35,Female,Rangpur,Yes. If they could do less criticism and more supports I would have done more good things in my life. ,It depends actually. But Yes it is also there that I am having self respect . I wish they were more considerate towards me.,Not always. There are so many talented people around me. I feel I could do more like them If my parents support me.,No. I should have been  a better person than this.,1
2/9/2022 18:20,Male,Chattogram,Yes. It is always upsetting.,No. They always nurture me with lots of respect.,Yes . I can do it. I am a self made person. ,I am hopeful about that. I also got my parents support.,0
2/9/2022 19:42,Male,Dhaka,No. My parents barely criticize me. Mostly criticism comes from distant relatives.,They are considerable enough.,They are my inspiration and motivation. It feels great to see their smiling face and when they feel proud of their son.,Yes. My parents support and blessings are always there.,0
2/9/2022 19:44,Female,Dhaka,My parents have always been really supportive. I am neurodivergent so I don’t think they played any role for my lack of good qualities ,This is the thing I'm most greatful about my parents. They taught me to be respectful not only to myself but also every other individual. So I can successfully identify the red flags when it comes to choosing friends/people I want to keep in my social cycle,No I don’t think I can do a lot of things like most people do. But my parents have no impact on it. It’s simply because of me. I was created with imperfections. ,I struggle with self-confidence a lot. I constantly doubt my choices regarding my future. But my parents always try to be supportive as much as possible ,0
2/9/2022 19:48,Female,Dhaka,"No, I don't think so.",Maybe sometimes.,"No, I don't think I can do all the things like most other people. Because my parents don't trust me that I can do all the things and so don't get responsibility to do certain things.","Yes, I feel confident that I am heading in the right direction to becoming the person I want to be. And in this case, my parents support it. Whenever I lose the track of my life, my parents always motivate me and support me to improve myself.",0
2/9/2022 20:05,Female,Dhaka,No. I don't think so.,No. I don't think that I could have given myself more respect if they were more considerate as they are already enough considerate. ,I think I am able to do all the things like most other people and most of the time my parents don't have any negative impact on it.,"Yes, I feel confident that I am heading in the right direction to becoming the person I want to be. And my parents are very supportive in this case.",0
2/9/2022 20:41,Male,Khulna,Yes. Their criticism is my luck. They're like my official friends and they're always welcomed in these sceneries. I did good enough for doing their criticism and I am glad to have them. ,"Not at all. Because, among my siblings, I am the oldest one and they shows enough respect.","No, I don't even think that I'll be able to do all those things like most other people because my parents think I am good at my sides and they always tries to encourage me.","Yes, I do feel confident. My direction is already consulted with them and if my parents wants then I'll do good any situation In sha Allah.",0
2/9/2022 21:13,Female,Dhaka,My parents are very harsh critics. It is difficult to satisfy them. They always want me to do better and fail to admire my efforts. But they stay calm when I get average grades so I guess that is good enough? They have been very harsh and pushy with my efforts to lose weight and that is why I feel like I keep failing to do so. I am not good under pressure.,"Yes. If my parents were more patient, kind and understanding, I might have been a more confident person. I have struggled more with self-love than self-respect but I thing these two are close enough. ",No. I feel like everyone else is more capable and hard-working than I am. I feel like I take things much slower than other and am far more sensitive.,"I am starting to feel confident as I learn to step out of my childhood insecurities and conditionings. I feel like parenting is a difficult job and parents, with the best intentions in mind, often end up making children feel less capable. I think most children go through this issue and they should be introduced to books, information or even psychological therapy to understand their true potentials. My parents have supported me by giving me time and financing extra help but they could not give me the emotional support that I really needed as a teen. Ultimately, my parents did take me to therapy which introduced me to the world of mental health and I am truly grateful for that!",1
2/10/2022 0:45,Female,Khulna,Yes.But my parents tried to make me able for a lot of extra curriculum activities but I was interested in learning something else,"Definitely 
The most pathetic thing is they don’t believe much and don’t appreciate our goods",No and that’s sometimes because of my parents.Before doing it I feel the pressure what they will think or say,"Not really 
They don’t support everything but if I have legit opinion then they don’t disagree",1
2/10/2022 17:48,Male,Dhaka,"Yes, definitely. I am lacking many great qualities and they sometimes point them out for my betterment. ","I think my parents are enough considerate. They were very strict when I was younger, but with time, maybe they don't need to be strict anymore for the way I am growing now.","I think I am capable of doing most of the intellectual activities rather than physical activities. I do realize that my physical structure is limited for many difficult physical activities. other than that, I think I am capable of doing almost everything that humans can do.","Definitely. I am working hard for the person I want to become. I realized that to become a specialist of my desired field I have to make certain sacrifices as man can not be perfect from all sides due to our limitations. I consistently share and explain my visions with my family and they support it, they support the man I want to become after 5 years, and their support is the best blessing I have.",0
2/11/2022 0:02,Male,Dhaka,They dont trust me in activity which results in my lack of quality's,"Yes, I would have more courage to do more and believe in me.",No i can't.  Its because if dont get the feeling nobody trust really lets you Down ,"Yes, they do support me in all the positive but they just don’t believe in my capabilities ",1
2/11/2022 1:34,Female,Dhaka,"Sometimes it is responsible, sometimes the criticism actually helped me to perform better later. i can't blame them for everything. Sometimes I do stupid things which should be criticised!",No. They are like normal parents. Tried to support me their level best and I donot feel they kept any stone unturned for me,"Yes. My parents encouraged me to explore. They taught me dancing, singing,  drawing everything. I always got support from them. But the total environment was a bit competitive for me. My parents always wanted me to be 1st in everything which was really unrealistic. So i used to try but sometimes i could, and sometimes i couldn't. But i feel if i try,  i can do everything.",Yes. I used to be confused when I was 1st year undergrad student. Now I am last year student and I know what I should do later in my life!,0
2/11/2022 20:50,Male,Dhaka,No. They hardly criticize me. Whenever they pick up my mistakes I try to correct them.,No. They always love me.,I try to do everything on my best term.,Yes. InshAllah. I'll prove myself one day.,0
2/11/2022 20:57,Female,Dhaka,No. They never criticized me on that level actually.,No. It was always crystal clear  that I have to do things on my own term.,Not always. Lots of competition out there. My parents impact is always positive.,I am trying my level best. My parents also  believe in me. ,0
2/11/2022 21:14,Male,Chattogram,No. I am responsible for my lack good qualities.,No. I have my respect either they are considerate or not.,Yes I can. I don't follow anybody.,My parents support are always there. I will become an icon.,0
2/11/2022 21:50,Male,Barishal,"Yes. It happened a lot of time that  I am trying to develop me, my parents stops me by their criticism.",Yes. I could have given a lot more respect if the could be more considerate.,No. I go through personal dilemma as my parents restrictions are always there.. I am trying to be more general. ,Not at all. I have to work more on me to become that human I always I wanted be.,1
2/11/2022 22:02,Female,Sylhet,No. even if they ever criticized that was for my own good.,As my parents are always considerate I can't have less confidence in anything. Also I give me enough respect in every phase of my life.,Not always. But my parents keep cheering me.,My parents always motivates me to become a deserving person to the society.,0
2/11/2022 22:27,Female,Mymensingh,No. They do not criticize me at that level that I end up losing interest.,Yes they should have been more considerate so that I can have more self respect.,Other people don't influence me. My parents do not effect on it. ,No I am not. And it is for their lack of support...,1
2/11/2022 22:43,Female,Rajshahi,I actually don't know it was for them or for me that I don't have any good qualities.,Respect is something that is supposed to earned. I think I will never be able to earn it from my parents.,No I am not . I am still not allowed to hangout with opposite gender .,It is my target. I need to focus on my target. My parents concern don't effect me.,1
2/11/2022 22:52,Male,Khulna,No. They do very less criticism. I am not full of good qualities but that doesn't mean I only have good qualities. ,This is not appropriate for me at all. My parents helped me all the way to give myself proper respect.,I have always try to trendy things like others. And my parents are with me on this.,I lost my way many times. But my parents get me back to the track.,0
2/11/2022 23:02,Male,Mymensingh,No. Whatever bad qualities are there in me it is because of my personal fault.,No. Alhamdulliah. I am respected enough with my parents considerations.,Yes. People try to learn from me. So it is my parents impact on me that I have become something in the society.,"I hope so. From my childhood, every single path I have gone through was shown by my parents. If today I am on right direction , it is their support.",0
2/11/2022 23:12,Female,Khulna,No. I don't let them know everything about me. Se they don't get to criticize me.,"Yes. I believe it is the most important to me, I urge to give me more respect but I end up hating myself.",Yes I couldn't for some years. But after getting into the university it has become quite easier.,Yes. Their support is not always there. But I am surely on the right track.,1
2/11/2022 23:21,Male,Dhaka,No. I never focused on my qualities. My parents criticism are good for me.,No. They are enough considerate and I can give me respect.,Yes. I can and eventually I am growing my capabilities. My parents are very happy with me.,Yes. My parents supports me a lot and whenever I see my future I get more motivated.,0
2/11/2022 23:29,Male,Mymensingh,No. It is me and I am responsible for that.,Yes. I am a person with zero self respect. I would have more respect for me if they were more considerate.,No. My parents activities have so bad impact on me that I can not do anything normal.,No I have lost my direction. I wish they would support me.,1
2/11/2022 23:38,Female,Chattogram,No. Opposite. I can say their criticism is the reason of my good qualities.,No. No matter what happened I always give myself enough respect. But my parents were not always considerate on this matter.,Yes. My parents have good impact on my  motivation of doing everything better than others.,I am confident of me on the right direction with my parents full support.,0
2/11/2022 23:52,Female,Dhaka,Yes. They taunt me a lot. So I have leave a lot goodness of me behind.,Yes. It is important for me to give me some respect I wish them to be little more considerate. ,Not. I would like to go outside more. But my parents don't let me.,I am not confident but my parents support me.,1
2/12/2022 0:06,Male,Dhaka,"Yes. They amount of criticism I faced throughout my life , I was not worthy of it.",Yes. How can a person survive without respect !!. I lost respect for my parents as well for their attitude toward me.,No. My parents have such bad effect on me . I can't do anything normal at all.,No. I am confused about everything in my life including the direction. My parents don't support me fully.,1
2/12/2022 0:13,Male,Dhaka,No. They don't criticize me often.,No. They always  loved me a lot. I am very much overwhelmed and blessed.,No. I can't do everything and I don't choose t but my parents don't have any impact on it.,Quite confident. Lucky to have such supportive parents.,0
2/12/2022 0:30,Female,Chattogram,Yes. Every time they criticized me. I lost my self confidence.,"Yes. As a parent they should know me , consider me. Then I would have given me more respect.",No. I would like to but again their behavior come on my way.,"I don't know which is right direction for me. If my parents would have been more considerate, I would have find my destination.",1
2/12/2022 0:42,Female,Dhaka,No. I always tried to follow them whole heartedly. They never criticized me.,No. I have my respect and my parents make sure of it.,No. They don't allow me to do all the things like others.,Yes. With my parents support I am heading toward my goal.,0
2/12/2022 0:52,Female,Sylhet,Yes. It became tough for me to get with their criticism. I lost my good qualities for that.,Yes. Sometimes they misbehave in front  of other people. And I could not react as they are my senior but I felt I am not able to myself enough respect.,Yes. I do everything like others. My parents encourage me. And I try to better.,"Yes. They support me and one day, I will do my higher studies in my dream University.",1
2/12/2022 1:05,Male,Rangpur,They criticize me for my wellbeing. I don't get any habits for their strictness.,I am thankful to them for having confidence in me. And respect toward on my decision.,They gave permission on anything good. I can't ask anything more.,"They gave me a lot of option to walk on. I am sure, I am on right direction.",0
2/12/2022 1:38,Male,Barishal,Their criticism hurt me. I gain bad habits. ,"If they could be more considerate, I would have been more independent.",I can't. But I try my best to convince my parents. ,I  can't think of a better way as they pressurize me a lot.,1
2/12/2022 1:54,Female,Sylhet,The want to correct my faults. It is necessary for them to do my criticism. ,I can be so strong all these days because I have enough respect for myself and also my parents take very good care of me.,Yes. It is important for me to participate in every sphere .. So I have to be competitive with others and I always have my parents blessing.,Yes. I always took the toughest path and my parents always support me on my journey.,0
2/12/2022 2:04,Female,Mymensingh,Yes. Parents of our country don't know when to stop. They criticized so much that I eventually lost my goodness and became harsh.,Yes. I expect them to support me emotionally like they support me financially. Then I would have better mindset to respect my opinion more.,No. Everyone coming with better background and support. In this situation I need my parents back to be able to do better.,I feel I lost my direction to a better person. Only my parents support can get me on track.,1
2/12/2022 2:11,Female,Dhaka,"Yes. I wish to do so many good things, learn them but my parents don't stand by me.",Yes. Being clueless is always depressing. They should let me take my own decisions.,"I think I can. With little bit of grooming and support of my parents , I can do everything.",No. It is high time for me to find a better direction. My parents also should be concern.,1
2/12/2022 2:25,Male,Barishal,I am traumatized for their extreme criticism. I always scared to do anything. Now I don't have any good qualities me.,Yes.  They have understand we are from different generation. They have to believe me and give respect on my opinion . Then I could be more respectful to me.,No. Everyone has their own choice. I would what I want to do. My parents have no impact on it.,No.  I would like to go with my goal but they set direction for me. ,1
2/12/2022 9:26,Male,Dhaka,"For them, improving in anything becomes impossible at one point there is not much need of moving forward with ambition.",Yes. I expect more respect and consideration from them,"No, since our parents don't let us and also their constant criticism discourages us to do things like other people.",NO and my parents not so much,1
2/12/2022 9:27,Female,Dhaka,No. Rather they are the main reason for my good qualities.,No. My parents give me enough respect which is more than enough.,Yes I am able to do things on my own. My parents also supports me.,Yes. Their presence make everything better,0
2/12/2022 9:28,Male,Dhaka,No. They don't criticize me that much.,Yes that would be nice.,Yes I am. My parents don't involve much.,Yes I am confident.,0
2/12/2022 9:29,Male,Dhaka,Yes. It affected my self confidence,Yes. ,No.,Yes,1
2/12/2022 9:31,Male,Rajshahi,No. I don't think so.,Kind of.,They might feel proud of me if I would be able to do good works like other people.,They will give me huge support to reach my goal.,0
2/12/2022 9:32,Male,Rajshahi,no,no,Inn Sha Allah I will,yeah ,0
2/12/2022 9:41,Female,Dhaka,Sometimes they compare so much and this point is so responsible.,Yes i would feel that.,"Sometimes the thing i can do but they say no and that where my wish stop but i somehow manage and do the thing I wanted to do, after that they understand but whenever say no sometimes it impacts positively, sometimes it's impact negatively.","Parents are not always wrong. Whatever they tell us to do or make us to do sometimes it's good for us, if it went doesn't go well that's a learning. So by their support obviously i m trying to heading myself or they are leading me to make the person i want to be.",0
2/12/2022 9:41,Male,Dhaka,No. My parent's critics always help me to detect my lackings which drives me correct my fault in future.,No.,Yes.,Yes. My parents never hurt me in my activities. they always encourage me to achieve my goal.,0
2/12/2022 9:52,Female,Dhaka,"Not exactly
",maybe I could ,"Nope, there are restrictions",I have no confidence. Maybe I can use some help and hope my parents can chip in.,1
2/12/2022 10:00,Female,Rangpur,Yes ,Yes,I am a bit slow worker ,"No, I’m not confident ",1
2/12/2022 10:28,Female,Dhaka,"No, I don't",No,"No, because I can't travel alone cause they don'y let me and so many other things.",Actually not. I want to be independent and want to live alone,0
2/12/2022 10:28,Male,Dhaka,no,"no, my respect for my parents will always remain constant.",no,"Yes, I do. I have the full support of my parents ",0
2/12/2022 10:40,Male,Dhaka,"I don't think my parent’s criticism is responsible for my lack of good qualities. Because, one can acquire good qualities if he or she truly wants it.","In my case, yes. I deserve more respect.",I dont know but I can try at least. If I don't how would I discover self? ,"Yes, I am heading to the right direction to becoming the person I want to be. In educational case, my parents are so supportive. They respect my choice.",0
2/12/2022 10:42,Female,Rangpur,Yes I think my parent’s criticism is responsible for my lack of good qualities.,Yes.,"No, i don't think i'm able to do all the things like most other people. My parents dont let me for hanging out with my friends. Even in my semester break when all my friends do whatever they like, i have to still stay in my home and my mom used to yell at me for silly things. I can't go for shopping, for outing with my friends or can't dress up like my wish.","Yes,I feel confident that I'm heading in the right direction to be the person I want to be. My parents don't support me for becoming the person i wanna be.  ",1
2/12/2022 10:57,Male,Dhaka,"Yes and no. 

Kind of like, if I am willing to get better and I even worked hard too but their criticism made me feel less of me and frustrated , then yes. 

But eventually, you start using it as an excuse. I did it for some time as well. And stopped pushing myself and be better where I actually could. 

","Definitely yes. When a child is brought up, if parents are considerate of his/her feeling/decision/opinion, the child understand the weight of his words and tries to be better to contribute more. He/she also feel positive about him/her. Thats really crucial as it becomes the very foundation of self esteem. 

If I was appreciated more, not criticized badly for my shortcomings, I would be able to love, respect and care for myself more. And if my parents didn't become considerate of my opinion from college, I would be in a very bad state. Thankfully, I recovered. ","No, not like other people. Don't take it as arrogance, but I believe I am different. I dont do things the same. Some I do worse than others, some better. 

Lets start off with the bad, I kind of had a low self esteem, not strong enough to take criticism (because I have been hurt before) and a bit bitter that, I missed so many things that no point in trying new things now. I even had a hard time getting along with people. I always felt a bit out of place. Moat people do simple things like, riding a bicycle or try to enjoy whenever they can. But because of the pressuring environment I grew up in, I keep asking myself what should I do rather than what I want to do.

But I am working bout it now and Alhamdulillah recovered. 

And the good things.... I am more responsible, honest, hardworking, kind, patient & initiating than others. My father taught me the importance of responsibility, hard work & taking initiative. Not by his words, but by his action. How he took care of our family and the sacrifices he made. My mother taught me how to be patient under crisis, kind when being mistreated and to live an honest life as a good man, more importantly than a successful one. I am better at these things, thanks to my parents. ","My parents are not perfect. They have not always made the right decision. 

If I talk bout the things what could they do better.... Yes, I can make a big list...

But the truth is... As I am growing up... I realize, at least in my case, they had their best intention in the mind. My father had a messy academic career because of politics and the wrong company. Hence, his academic result became a drawback for his dream job. That fear.... Caged him. And unfortunately, I was affected by it and he pressured me to be excellent in academics, not mix up with friend too much. True, he could have done better. 

But..... My parents have done a lot for me as well. So many things to be grateful for. To this very day, if something special is cooked in our house, my father make sure I taste it first. He even enjoys the scenery of me eating. 

When I started noticing that, I stopped becoming bitter and really taught myself to understand them. And I realized they are just hurt people, exhausted & broken by the pressure of reality. So, I started communicating, tried to know them as a person, what made them like this. And Understand how to create a good relation. Cause, after all, they are my biggest blessing from Allah. They have done a lot. I have to be patient with them. 

Ultimately, they now understand me as well. They encourage me do things now. My mother tells me to be a good man, thats all. My father wants me to become an entrepreneur. So Yeah, Alhamdulillah. Although there are diverse problems still, Things seem good now. ",1
2/12/2022 15:54,Male,Khulna,"No. If there is any lacking, it is because of me.",My parents were never inconsiderate. Also they are not 100% perfect. So I feel myself enough respected. ,I'm a slow learner. So I can't master anything so quickly. That's where I face problem.,I don't know actually. I don't have any specific goal. But I don't worry about it. Because I will be there where I am destined to be.,0
2/12/2022 16:36,Male,Chattogram,I'm not sure of it. But I think they should have guided me better.,"Yes I think so. As I told before, I wish they loved me and take care of me like other parents.",Yes I can do. I try even if I can't cope up. My parents don't have much impact on it.,I don't know. Also my parents don't give me enough guidance.,1
2/13/2022 19:08,Female,Dhaka,I take their criticism in a positive way..try to be better,My parents are very considerate,Yes,Yes,0
2/15/2022 8:20,Male,Chattogram,Yes for the some times. I have no extra-curricular activities.,No they always support in every aspects.,"Yes, i am able to do all the things except risky events.My parent's have no impact on it.",Yes and now my parents support for it is amazing. ,0
2/15/2022 12:12,Female,Dhaka,Not really.. constructive criticism is good sometimes ,Respect has nothing to do with their actions.,Sometimes it’s also important to listen to your parents rather than doing something you love or want to do. ,I think parents are our initial and crucial teachers. We learn all sorts of basic from them. But it depends on us about what we choose afterwards. Their support can play a huge significance in our thought process.,0
2/16/2022 11:16,Male,Dhaka,No. I am responsible for my lack of good qualities.,No. They are very careful about this matter.,Yes. This is something difficult as I try to be better but I can't do everything like others. ,I hope so. My parents always motivates me. I also like to work on this path.,0
2/16/2022 11:24,Female,Dhaka,No. I feel because of their criticism I get to know my faults.,Everyone should have respect for themselves. My parents are enough considerate.,I do not get me in any competition. I like to work on my own terms.,I have my desired ambition. My parents give me all the supports to reach there. ,0
2/16/2022 11:35,Male,Rajshahi,Yes. They always punished me for any wrong deed.,Yes. I always had low self esteem for this.,I have social anxiety. I can't interact with everyone.,No. My parents are not supportive. I couldn't find the better direction.,1
2/16/2022 11:43,Male,Dhaka,No. Parents give shows right direction to the children. I don't lack good qualities for them.,No. I try to adjust with their consideration to everything.,Everyone have their choice I have mine. It can't be compared.,I am not confident if I will be reaching the desire or not. But I am on the track.,0
2/16/2022 11:51,Female,Dhaka,Yes. They stopped me in every sphere where I wanted to do something on my own. I have no qualities now.,Yes. I am urging for their consent and respect on my opinion.,Nowadays everyone is free to do whatever they want to do. I am not able tondo anything I want.,I am surely on my parents desired direction. Not my preferred one.,1
2/17/2022 10:02,Male,Khulna,Not at all ,My parents are considerate and reasonable.,"Mostly, more or less.","I really don't know. I'm just walking a path, I don't know where it'll end.",0
2/17/2022 10:47,Male,Khulna,They're busy to comparing,"No , it's okay .",Yes i do,They help a lot.,0
2/17/2022 14:20,Male,Khulna,"No, you aren't always criticized for lacking rather it's a great feedback for your future endeavors ",yes,yes,yes,0
2/27/2022 22:57,Male,Dhaka,"Yes, I genuinely believe their upbringing is the sole responsible for their act.  ",I didn't thought like this as sometimes it may seem their decisions are good for us.,For early restriction in life hampered in decision making in my life which is why it sometimes get obvious tough situation to handle things like others.,"Its also something I am in mix feeling situation. Sometimes I believe I am doing the right sometimes I don't,",1
3/4/2022 0:33,Male,Dhaka,No. I am responsible for my lack of good qualities.,No. ,Yes. ,Yes. My parents always encourages me to be a good human being. They are my role models.,0
3/4/2022 12:31,Female,Dhaka,No. Not at all,No. Nit at all,No. Absolutely not,I don’t know actually ,0
3/4/2022 12:43,Female,Dhaka,"Yes, mentally face some problems. ","Yes, I think. ",My parents help any poor people and that is motivate for me. Not all the things I think. 🤔💭,Yes sometimes I feel it. ,1
3/5/2022 22:34,Female,Dhaka,No,No,Yes,They always support in evrything ,0
3/22/2022 1:04,Female,Khulna,No. I should try harder. Not my parents fault.,Sometimes I feel my parents could have been more lenient.,No. I try to do better than other people. My parents also inspire me.,Yes I am confident. One day I will reach my goal. I have all my parents support.,0
4/3/2022 0:18,Male,Dhaka,"Not that I think of. If anyone is responsible, that is me.","Yes I think so. If we interacted more, then I think I would be able to give myself more respect.",Pretty much. They don't have much impact.,Don't know. But hope for the best.,0
4/17/2022 1:04,Female,Dhaka,No,No,"Yes, They are really supportive ","Not confident enough, but trying my best to do everything i can & they fully support me through any good deed i want to do",0
4/17/2022 21:52,Male,Sylhet,No. I feel their criticism is the reason that makes me understand my faults.,"Yes. As they are older than me, they don't consider my opinion. I feel that makes me feel, I am unable to respect my own self.",No. I don't compare my self with other people.,I am hoping so. I am working hard. And I hope I will be able to reach my goal one day.,0
